Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus
61,1773.0,2,2,3,2,2,2,2,2,3,5,3,2,3,2,50,30.0,0,True,False,False,True,False
74,4201.5,2,2,2,2,5,5,5,5,5,5,4,5,5,4,70,15.0,1,False,False,False,False,False
33,445.5,3,5,3,3,2,3,2,2,5,5,4,5,5,2,78,23.0,0,False,False,True,False,True
54,891.0,3,3,3,2,2,3,2,2,3,2,4,5,5,2,50,0.0,0,True,True,False,False,False
55,3765.0,3,3,3,3,3,4,4,5,5,5,5,3,5,4,50,33.0,1,False,False,False,False,False
64,2911.5,4,4,4,4,3,2,4,4,4,4,4,2,4,1,96,51.0,1,True,False,False,False,False
37,1417.5,3,2,2,2,2,2,1,2,3,2,3,4,3,2,86,37.0,0,True,True,False,True,False
42,1008.0,3,4,4,1,2,4,2,2,3,2,4,5,5,2,50,0.0,0,True,True,False,False,False
40,753.0,5,4,5,2,1,5,1,1,5,3,5,5,4,1,50,0.0,1,False,True,False,False,False
81,276.0,2,3,2,4,5,2,5,5,3,3,3,2,3,5,50,0.0,0,True,False,True,True,False
45,4801.5,2,2,2,2,4,4,4,4,3,3,5,4,4,4,57,3.0,1,True,False,False,False,False
46,1138.5,1,2,2,2,1,1,1,1,2,4,3,2,3,1,50,0.0,0,False,False,False,False,False
38,1560.0,5,5,5,3,5,5,5,5,4,5,4,4,4,5,68,46.0,1,True,True,False,False,False
62,321.0,3,5,3,3,3,3,3,3,3,3,2,3,3,3,113,66.0,0,False,True,False,True,False
40,874.5,2,1,1,1,2,2,2,2,1,3,4,4,3,2,67,9.0,0,True,False,False,False,False
36,637.5,1,5,1,3,2,1,1,2,5,4,4,5,4,2,60,2.0,0,False,True,False,True,False
57,3853.5,4,2,2,2,3,4,4,4,4,4,4,3,4,2,50,0.0,1,False,False,False,True,False
37,891.0,2,5,2,2,5,2,5,5,2,1,3,2,5,5,50,0.0,0,True,False,True,True,False
66,505.5,2,2,2,2,5,5,5,5,5,4,5,5,4,5,188,136.0,1,False,False,False,False,False
37,670.5,0,4,0,3,4,0,3,4,5,4,5,3,5,4,57,1.0,1,False,True,False,False,False
65,631.5,1,4,1,4,5,1,5,5,2,1,3,1,4,5,73,27.0,0,True,False,True,True,False
56,750.0,3,3,3,3,4,4,4,4,4,5,4,5,4,3,50,0.0,1,False,False,False,False,False
29,4387.5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,52,0.0,1,False,False,False,False,False
53,673.5,3,4,4,4,4,3,2,3,3,3,3,1,3,2,60,16.0,0,True,False,False,False,False
53,354.0,3,3,3,3,4,5,4,5,5,5,5,5,5,5,50,0.0,1,True,False,False,False,False
59,1363.5,4,1,5,5,2,1,5,4,4,4,4,3,4,1,50,7.0,1,False,False,False,True,False
63,891.0,1,1,2,1,5,4,5,5,5,5,5,5,5,4,50,3.0,1,False,False,False,False,False
38,391.5,2,4,2,5,5,2,5,5,3,3,2,4,3,5,51,0.0,0,True,True,False,True,False
39,780.0,1,2,1,3,5,1,5,5,1,4,4,1,3,5,147,95.0,0,False,True,False,True,False
32,825.0,3,5,3,4,5,3,5,5,3,2,4,4,5,5,77,33.0,0,False,False,True,True,False
29,1914.0,2,4,2,5,4,2,4,4,5,1,5,1,4,4,50,0.0,0,True,False,True,True,False
81,598.5,2,4,2,2,2,4,4,1,1,2,1,3,1,3,50,0.0,0,False,False,True,True,False
40,726.0,4,1,1,1,4,4,4,4,3,3,3,2,3,4,50,10.0,0,False,False,False,False,False
53,903.0,2,2,2,2,3,4,4,4,4,4,4,3,4,4,50,0.0,1,True,False,False,False,False
64,552.0,2,2,2,2,3,4,4,4,4,4,4,5,4,3,57,5.0,1,False,False,False,False,False
82,1627.5,1,5,1,1,3,5,2,4,4,1,3,4,4,2,50,0.0,0,False,False,True,False,True
63,2697.0,3,4,4,4,2,4,4,3,3,3,3,1,3,1,50,0.0,0,True,False,False,False,False
50,115.5,2,5,0,3,1,0,1,1,5,2,4,5,4,1,50,0.0,0,False,False,True,True,False
70,5041.5,3,5,5,5,3,3,4,3,3,3,3,1,3,2,50,9.0,0,True,False,False,False,False
28,1255.5,3,4,3,5,3,3,3,3,3,5,1,2,1,3,68,12.0,0,False,False,True,True,False
39,360.0,0,0,0,5,5,0,5,5,4,5,4,4,5,5,50,0.0,1,True,True,False,False,False
57,2974.5,4,4,1,4,5,5,3,1,1,2,1,5,1,2,53,0.0,1,True,False,False,False,False
63,751.5,3,4,3,1,5,4,5,3,3,3,3,4,3,4,50,0.0,0,False,False,True,True,False
48,2056.5,2,3,2,4,5,2,2,5,1,2,4,1,3,5,53,0.0,0,True,False,True,True,False
40,2146.5,5,0,5,3,4,5,4,4,3,5,4,3,5,4,50,0.0,1,False,True,False,False,False
36,580.5,2,4,2,3,1,2,1,1,4,4,5,4,5,1,50,0.0,0,False,False,True,True,False
52,1038.0,1,4,1,1,3,1,3,3,3,5,4,4,4,3,50,0.0,0,False,False,True,True,False
53,1480.5,1,4,0,1,2,0,2,2,5,4,4,3,4,2,50,0.0,0,True,False,True,True,False
42,387.0,4,1,4,4,2,4,2,2,4,4,3,4,3,2,50,0.0,1,True,False,True,True,False
68,220.5,3,4,4,4,3,3,3,3,4,5,3,3,4,3,50,13.0,0,True,False,False,True,False
35,2098.5,2,4,2,3,3,2,3,3,3,4,3,3,4,3,50,0.0,0,False,False,True,True,False
49,1299.0,0,0,0,4,1,0,1,1,1,1,3,4,3,1,50,0.0,1,True,False,False,True,False
66,531.0,5,2,2,2,1,2,4,5,5,5,5,5,5,4,50,0.0,1,False,False,False,True,False
40,415.5,2,4,3,4,3,3,1,3,1,4,3,2,4,3,50,0.0,0,True,True,False,False,False
44,3706.5,2,2,3,2,3,3,3,3,4,2,4,3,5,3,50,0.0,1,True,False,False,False,False
66,817.5,5,5,5,5,5,5,4,4,4,4,4,3,4,5,50,0.0,1,True,False,False,False,False
73,1107.0,3,3,3,3,5,4,5,4,4,4,4,5,4,4,51,9.0,1,False,False,False,False,False
88,3841.5,5,5,5,5,3,5,5,4,4,4,4,3,4,3,50,0.0,1,False,False,False,False,False
23,283.5,1,3,0,4,4,0,4,4,2,1,3,1,3,4,116,64.0,0,True,False,True,True,False
59,1087.5,2,2,2,2,2,2,2,2,5,5,4,4,5,2,50,0.0,0,False,True,False,False,False
63,5857.5,0,1,1,1,4,4,5,1,1,1,1,5,1,5,50,0.0,1,True,False,False,False,False
26,496.5,3,2,3,4,4,3,4,4,1,1,3,4,4,4,50,0.0,0,False,False,True,True,False
72,214.5,3,1,1,1,5,3,3,3,3,3,3,2,3,1,50,0.0,0,False,False,False,True,False
48,945.0,3,3,3,5,2,3,2,2,4,2,4,5,5,2,50,1.0,0,False,True,False,False,False
49,820.5,5,3,3,3,5,5,5,5,2,3,4,4,2,5,50,3.0,1,False,False,False,True,False
48,967.5,4,1,4,1,4,4,4,4,4,2,2,3,2,4,75,40.0,1,False,False,False,True,False
24,969.0,3,5,3,3,3,3,3,3,2,4,5,2,5,3,52,0.0,0,True,True,True,True,False
60,4428.0,2,2,3,2,3,4,4,5,5,5,5,5,5,4,50,2.0,1,True,False,False,False,False
59,5662.5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,50,0.0,1,True,False,False,False,False
59,546.0,3,3,4,4,3,3,3,3,5,3,3,5,1,3,50,14.0,1,True,False,False,True,False
62,819.0,1,1,2,3,4,4,3,4,4,2,4,3,4,4,55,0.0,0,False,False,True,True,False
78,4878.0,2,1,3,3,5,4,3,2,2,2,2,3,2,3,50,0.0,0,False,False,False,False,False
44,5806.5,1,1,1,1,5,5,5,5,3,3,4,5,4,5,96,63.0,1,False,False,False,False,False
40,1332.0,3,3,3,3,5,5,5,5,4,3,4,5,5,5,80,52.0,1,False,False,False,False,False
77,457.5,2,3,2,3,5,4,3,1,1,2,2,2,1,2,50,9.0,0,False,False,True,True,False
43,3550.5,3,3,3,3,3,3,3,3,3,4,4,4,4,3,50,0.0,1,True,False,False,False,False
44,1308.0,4,4,4,4,3,4,5,3,3,4,3,3,3,3,50,0.0,0,False,True,False,True,False
51,804.0,3,4,3,3,4,3,4,4,5,5,5,5,5,4,69,13.0,0,True,False,True,False,True
53,3229.5,3,4,4,4,3,5,3,3,5,1,3,4,1,3,68,28.0,1,True,False,False,True,False
73,931.5,3,5,3,4,1,3,1,1,5,4,4,3,4,1,50,0.0,0,True,False,True,True,False
41,4651.5,2,2,2,2,2,2,2,2,5,5,4,3,5,2,67,13.0,1,True,False,False,False,False
61,5017.5,3,5,5,5,5,4,4,3,3,3,3,2,3,3,68,11.0,0,False,False,False,False,False
54,5181.0,2,5,5,5,5,4,3,2,2,2,2,3,2,3,50,0.0,0,False,False,False,False,False
76,3178.5,0,4,1,4,5,2,4,4,4,4,4,5,4,3,50,0.0,1,False,False,False,False,False
45,1479.0,3,2,2,1,3,2,3,3,5,5,5,4,5,3,50,0.0,0,False,True,False,True,False
62,5352.0,2,2,2,2,3,4,3,2,2,2,2,3,2,4,50,0.0,0,False,False,False,False,False
80,534.0,1,5,1,2,3,5,5,1,1,1,1,4,1,4,50,0.0,0,False,False,True,True,False
51,477.0,1,5,1,3,3,1,3,3,4,1,2,1,3,3,50,0.0,0,True,False,True,True,False
53,5520.0,1,1,1,1,3,4,4,5,5,5,5,3,5,4,50,0.0,1,False,False,False,False,False
60,169.5,2,0,2,3,1,2,1,1,2,4,1,3,5,1,50,27.0,0,False,True,False,True,False
60,5325.0,1,1,1,1,4,5,5,4,4,4,4,5,4,4,51,0.0,1,False,False,False,False,False
40,456.0,4,1,1,1,4,3,4,4,2,4,3,1,4,4,50,0.0,0,False,False,False,False,False
37,4869.0,5,5,5,5,4,4,4,4,3,4,5,5,4,4,50,0.0,1,False,False,False,False,False
56,2250.0,0,4,0,2,3,4,5,5,5,4,1,5,5,3,50,2.0,1,True,False,True,False,False
29,1483.5,4,4,4,4,5,4,5,5,2,5,3,4,3,5,50,0.0,0,True,True,False,True,False
67,2001.0,1,1,1,1,3,4,5,4,4,5,4,3,4,5,57,8.0,1,True,False,False,False,False
48,1690.5,4,5,4,2,3,4,3,3,5,2,4,4,5,3,50,0.0,0,True,False,True,True,False
62,649.5,3,5,3,5,4,3,5,4,3,5,4,4,4,4,50,0.0,0,True,False,True,True,False
54,285.0,4,2,4,3,5,4,5,5,1,2,3,3,3,5,104,48.0,0,False,False,True,True,False
44,877.5,3,1,1,1,3,3,3,3,2,5,4,2,4,3,50,0.0,0,True,False,False,False,False
38,1893.0,3,3,3,3,2,3,2,2,5,2,4,4,5,2,50,0.0,0,False,True,False,True,False
41,2281.5,3,4,4,4,3,3,3,3,4,5,3,2,4,3,80,23.0,0,False,False,False,False,False
62,1099.5,3,1,3,3,2,3,2,2,4,2,4,3,3,2,50,0.0,0,True,False,True,True,False
22,492.0,3,2,3,4,4,3,4,4,4,1,3,4,3,4,50,0.0,0,True,False,True,True,False
54,3928.5,5,5,5,5,4,4,2,4,4,4,4,3,4,3,54,48.0,1,False,False,False,False,False
61,796.5,3,2,2,2,3,3,3,3,4,4,3,2,4,3,148,90.0,0,True,False,False,True,False
71,2479.5,2,2,4,2,3,5,4,5,5,5,5,5,5,3,61,3.0,1,True,False,False,False,False
73,513.0,4,5,5,5,3,1,4,4,4,4,4,5,4,5,74,18.0,1,False,False,False,True,False
25,2100.0,0,1,0,3,4,0,4,4,4,3,3,1,4,4,50,0.0,1,False,False,True,True,False
74,2659.5,2,3,2,4,2,3,4,2,2,2,2,2,2,1,73,3.0,0,False,False,True,True,False
63,1036.5,2,4,4,4,4,3,3,2,2,2,2,4,2,1,50,7.0,0,False,False,False,False,False
65,2289.0,2,2,2,2,3,5,5,3,3,4,5,3,3,5,50,22.0,1,True,False,False,False,False
49,5752.5,3,2,2,2,1,4,3,3,3,3,3,2,3,2,50,0.0,0,False,False,False,False,False
80,2383.5,2,4,2,1,5,5,5,1,1,2,1,5,1,4,50,4.0,0,False,False,True,True,False
45,393.0,3,3,5,5,3,2,3,3,3,2,4,3,4,3,56,0.0,0,False,False,False,True,False
40,370.5,3,5,3,2,5,3,5,5,5,4,5,3,4,5,96,54.0,0,False,True,False,False,False
42,133.5,4,4,4,3,3,4,3,3,4,3,4,5,4,3,53,21.0,1,False,True,False,False,False
77,1380.0,2,2,2,1,1,2,1,1,4,2,5,3,5,1,50,0.0,0,False,True,False,False,False
23,969.0,4,3,4,4,1,4,1,1,2,2,2,1,5,1,50,0.0,0,False,False,True,True,False
57,637.5,2,1,2,3,1,2,1,1,1,2,3,3,4,1,50,0.0,0,True,True,False,True,False
37,961.5,1,5,4,5,1,1,3,1,3,2,3,2,4,1,59,0.0,0,False,False,False,False,True
59,2364.0,1,5,2,1,5,2,3,5,4,5,4,5,5,5,61,4.0,0,True,False,True,True,False
33,898.5,4,4,4,5,5,4,5,5,1,3,4,3,4,5,109,59.0,0,False,False,True,True,False
73,774.0,2,5,2,1,2,2,2,4,2,5,4,2,5,2,231,185.0,0,True,False,True,True,False
75,3603.0,2,2,2,2,5,3,4,2,2,2,2,1,2,1,50,0.0,0,False,False,False,True,False
95,4801.5,2,2,2,2,1,1,1,5,5,5,5,3,5,1,50,0.0,1,False,False,False,False,False
48,673.5,4,2,2,2,4,4,4,4,2,3,4,2,5,4,50,0.0,1,True,False,False,False,True
65,3219.0,1,2,2,2,1,4,4,1,1,1,1,3,1,1,56,0.0,0,True,False,False,False,False
39,724.5,3,4,3,4,5,3,3,5,1,1,3,2,3,5,50,0.0,0,False,True,False,True,False
61,4405.5,2,2,2,2,5,4,5,5,5,5,5,3,5,5,54,2.0,1,True,False,False,False,False
64,931.5,2,4,2,1,2,4,5,4,4,2,4,3,4,5,50,0.0,0,False,False,True,True,False
66,151.5,4,4,4,4,3,2,3,4,4,4,5,4,4,2,50,2.0,1,True,False,False,False,False
59,1458.0,4,4,4,4,5,4,5,5,5,5,5,1,5,3,50,0.0,1,True,False,False,False,False
38,481.5,4,3,4,5,1,4,1,1,4,3,5,5,3,1,50,0.0,0,True,False,True,True,False
29,1675.5,3,4,3,1,4,3,4,4,5,4,5,4,5,4,100,26.0,0,False,False,True,False,True
57,886.5,4,3,1,1,1,3,2,4,4,4,4,1,4,3,53,0.0,1,False,False,False,False,True
53,376.5,2,3,3,3,2,2,2,2,1,1,4,4,3,2,50,8.0,0,False,False,False,False,True
31,2968.5,2,5,2,3,2,5,3,5,3,1,3,3,2,3,351,304.0,0,False,False,True,True,False
46,151.5,4,4,4,5,4,4,4,4,5,3,4,5,5,4,50,0.0,1,False,False,True,True,False
35,793.5,4,4,4,1,2,4,2,2,5,5,4,5,4,2,50,0.0,0,False,False,True,True,False
30,288.0,1,5,1,2,5,1,2,5,5,2,4,5,5,5,55,2.0,0,False,False,True,True,False
42,940.5,0,0,0,3,2,0,2,2,2,2,3,1,1,2,133,69.0,1,False,False,False,False,True
27,151.5,5,4,5,5,3,5,3,3,5,5,5,4,4,3,50,0.0,1,True,False,True,True,False
100,487.5,1,1,1,1,4,4,4,5,5,4,5,4,5,4,50,0.0,1,False,False,False,False,False
27,630.0,3,4,3,4,2,3,2,2,4,2,5,5,4,2,50,0.0,0,True,False,True,False,True
39,405.0,3,4,4,4,3,3,3,3,3,2,4,3,4,3,50,0.0,0,True,False,False,False,False
56,1126.5,3,3,3,3,2,5,5,4,4,4,4,5,4,4,116,56.0,1,False,False,False,False,False
40,210.0,3,0,3,1,2,3,2,2,3,2,5,3,4,2,50,0.0,0,False,True,False,False,False
66,5568.0,4,4,4,4,3,5,4,4,4,4,4,5,4,4,66,0.0,1,False,False,False,False,False
34,787.5,2,2,5,3,3,5,3,3,4,1,3,2,4,3,50,0.0,0,True,False,True,True,False
55,966.0,5,5,5,5,2,5,5,3,3,3,3,4,3,4,50,0.0,1,False,False,False,False,False
75,1188.0,3,3,3,3,4,5,3,3,3,4,3,3,3,3,50,0.0,1,False,False,False,False,False
50,1266.0,3,3,3,3,3,3,3,3,1,3,3,5,4,3,60,1.0,1,False,False,False,True,False
45,336.0,0,4,0,3,1,0,1,1,3,1,5,5,4,1,53,4.0,1,True,False,True,True,False
32,640.5,1,4,5,3,3,5,3,3,2,4,3,3,4,3,61,6.0,0,True,False,True,True,False
58,1363.5,5,1,3,1,1,3,4,5,5,5,5,4,5,5,50,0.0,1,False,False,False,True,False
62,2083.5,3,2,2,2,4,4,3,3,3,3,3,2,3,4,50,0.0,0,False,False,False,False,True
35,1137.0,2,2,2,3,3,2,3,3,5,3,5,3,4,3,59,0.0,0,False,True,False,True,False
42,1243.5,2,4,1,2,4,1,4,4,3,4,5,3,4,4,50,0.0,0,True,False,True,True,False
30,4269.0,4,3,3,3,5,4,5,5,3,5,5,3,5,5,54,0.0,1,False,True,False,True,False
56,4839.0,5,4,5,5,2,4,5,5,5,5,5,3,5,3,50,0.0,1,False,False,False,False,False
53,2506.5,5,5,3,5,3,5,5,3,3,3,3,5,3,3,53,0.0,1,True,False,False,False,False
67,607.5,2,4,1,4,1,3,4,3,3,2,3,1,3,4,90,42.0,0,False,False,False,False,True
48,2397.0,2,5,2,4,1,2,1,1,5,3,5,3,4,1,50,2.0,0,True,False,True,True,False
41,672.0,2,4,2,1,2,2,2,2,3,2,5,4,5,2,51,0.0,0,True,False,True,True,False
70,5554.5,3,3,3,3,4,5,4,4,4,5,4,4,4,3,51,15.0,1,False,False,False,False,False
49,3960.0,3,3,2,3,4,5,4,5,5,5,5,3,5,4,50,0.0,1,False,False,False,False,False
22,523.5,2,5,2,5,3,2,3,3,5,2,2,1,5,3,50,0.0,0,False,False,True,False,False
84,397.5,2,2,0,3,5,2,3,4,4,0,4,2,4,1,50,0.0,0,False,False,True,True,False
28,946.5,5,0,5,3,4,5,4,4,3,5,4,4,4,4,50,0.0,1,False,True,False,True,False
54,4389.0,2,2,2,2,3,1,5,4,4,4,4,1,4,5,100,58.0,1,True,False,False,False,False
60,4194.0,3,3,3,3,5,4,4,4,4,4,4,5,4,5,122,89.0,1,True,False,False,False,False
67,999.0,3,4,3,3,3,5,4,1,1,3,5,5,1,3,57,25.0,0,False,False,True,True,False
73,3592.5,3,2,2,2,3,3,4,3,3,3,3,4,3,3,50,0.0,0,False,False,False,False,False
69,619.5,4,4,4,4,5,4,5,5,5,5,5,5,5,3,50,16.0,1,True,False,False,False,False
65,891.0,2,2,2,3,1,2,1,1,4,2,4,3,3,1,50,0.0,0,True,True,False,True,False
59,999.0,3,4,3,5,3,2,2,1,1,3,1,4,1,4,53,33.0,0,False,False,True,True,False
49,2490.0,3,3,3,3,1,5,5,4,4,4,4,1,4,4,50,0.0,1,True,False,False,False,False
57,579.0,2,5,2,5,4,2,3,2,2,2,2,5,2,4,50,1.0,0,False,False,True,True,False
72,1119.0,2,4,2,2,4,2,4,4,5,2,4,3,5,4,50,0.0,0,True,False,True,True,False
59,5772.0,2,2,2,2,2,4,5,4,4,4,4,3,4,3,124,65.0,1,True,False,False,False,False
50,613.5,2,0,2,3,5,2,5,5,1,2,3,4,5,5,50,27.0,0,True,True,False,True,False
54,435.0,3,3,3,3,2,3,2,2,5,3,5,4,4,2,50,0.0,0,False,True,False,False,False
54,265.5,1,3,4,3,4,3,4,1,1,1,1,4,1,2,69,24.0,0,False,False,False,False,False
52,1657.5,5,5,3,5,5,5,5,5,5,2,5,1,2,5,54,1.0,1,True,False,False,True,False
50,5584.5,2,2,2,2,5,4,4,3,3,3,3,4,3,5,76,11.0,1,True,False,False,False,False
64,4290.0,2,2,2,2,4,2,4,4,4,4,4,2,4,4,50,0.0,1,False,False,False,False,False
51,5482.5,2,1,2,2,3,4,3,2,2,2,2,1,2,2,50,0.0,0,False,False,False,False,False
56,2850.0,3,2,3,3,2,4,5,5,5,5,5,5,5,4,61,14.0,1,True,False,False,False,False
52,235.5,4,1,5,5,4,4,4,4,4,3,2,1,3,4,50,0.0,1,False,False,False,True,False
84,3877.5,2,5,2,5,3,4,4,3,3,2,3,5,3,5,50,0.0,0,False,False,True,False,True
77,1099.5,1,5,5,5,1,3,4,1,1,2,1,1,1,1,50,0.0,0,False,False,False,False,False
78,1627.5,1,4,1,3,3,1,4,3,4,3,5,5,5,3,50,0.0,0,True,False,True,True,False
38,295.5,2,4,2,4,1,2,1,1,1,2,4,1,3,1,51,0.0,0,True,False,True,True,False
32,358.5,2,4,2,1,4,2,4,4,4,5,4,3,1,4,50,0.0,0,True,False,True,True,False
24,762.0,5,3,5,5,5,5,5,5,2,3,1,3,2,5,50,0.0,1,False,True,False,True,False
40,2146.5,4,5,4,3,5,4,5,5,3,2,4,5,4,5,50,0.0,0,False,True,False,False,False
38,930.0,4,5,4,4,3,4,3,3,2,1,4,5,3,3,50,0.0,1,False,True,False,True,False
36,613.5,3,4,3,1,3,3,3,3,1,1,4,2,3,3,121,83.0,0,False,False,True,True,False
60,606.0,5,5,5,5,3,4,5,4,4,4,4,5,4,4,50,0.0,1,True,False,False,False,False
51,237.0,3,0,3,1,5,3,1,5,3,4,1,4,1,5,50,17.0,0,True,True,False,True,False
67,3555.0,4,4,4,4,4,3,5,4,4,4,4,3,4,5,50,0.0,1,True,False,False,False,False
54,5830.5,4,4,4,4,3,5,5,4,4,4,4,4,4,5,50,0.0,1,True,False,False,False,False
52,2116.5,4,4,4,4,5,5,5,5,5,5,5,5,5,3,50,0.0,1,True,False,False,False,False
46,1218.0,3,1,3,4,5,3,2,5,2,5,3,2,3,5,50,0.0,0,True,False,True,False,False
57,1300.5,4,2,2,2,5,1,3,5,5,4,5,1,5,5,50,0.0,1,False,False,False,True,False
51,2142.0,2,2,2,1,3,2,3,3,3,3,5,4,5,3,55,19.0,0,True,True,False,True,False
52,3490.5,1,2,2,2,5,4,4,1,1,1,1,3,1,1,103,62.0,0,True,False,False,False,False
40,420.0,4,0,4,2,4,4,5,4,5,3,4,3,5,4,50,0.0,1,False,True,False,False,False
65,4491.0,2,5,2,2,5,5,5,4,4,4,4,3,4,5,58,15.0,1,False,False,False,False,False
72,906.0,4,4,4,3,3,4,3,3,3,2,4,3,5,3,50,0.0,0,True,False,True,True,False
39,505.5,3,5,5,4,5,5,5,5,3,5,4,5,5,5,50,0.0,0,True,False,True,True,False
66,1812.0,3,3,3,3,3,3,1,3,3,3,2,3,3,3,50,0.0,0,True,False,True,False,False
44,100.5,4,3,4,2,2,4,2,2,3,4,4,1,5,2,50,0.0,0,True,True,False,True,False
53,574.5,5,4,4,4,5,5,5,5,4,4,5,5,2,5,90,36.0,1,True,False,False,True,False
70,2659.5,5,5,5,5,2,4,4,4,4,4,4,4,4,3,50,0.0,1,False,False,False,False,False
24,774.0,2,4,2,4,2,2,2,2,5,3,4,3,4,2,50,12.0,0,False,False,True,True,False
65,210.0,2,2,2,2,4,5,4,5,5,5,5,3,5,3,50,0.0,1,False,False,False,False,False
76,210.0,4,0,4,5,2,4,2,2,3,5,5,4,5,2,83,25.0,0,True,False,True,True,False
49,3372.0,3,1,3,3,5,5,5,4,5,3,5,5,3,5,55,4.0,1,False,False,False,False,False
37,1275.0,3,2,2,4,3,2,3,3,4,2,4,5,4,3,174,126.0,0,True,True,False,True,False
48,676.5,5,4,5,4,4,5,4,4,4,3,4,4,3,4,50,0.0,1,True,False,True,False,True
57,1333.5,3,3,3,3,2,5,5,5,5,4,5,5,5,3,78,28.0,1,False,False,False,False,False
35,444.0,5,0,5,3,1,5,1,1,4,2,5,4,4,1,50,0.0,1,True,True,False,False,False
36,234.0,3,0,3,3,3,3,2,3,4,5,3,5,1,3,50,0.0,0,False,True,False,True,False
66,5859.0,1,1,1,1,2,5,4,3,3,4,3,4,3,5,50,0.0,1,False,False,False,False,False
46,2299.5,4,4,4,4,5,5,5,5,5,5,1,2,3,5,50,0.0,1,True,False,False,False,False
60,5926.5,3,5,5,5,5,3,2,3,3,3,3,1,3,3,67,24.0,0,False,False,False,False,False
61,1480.5,2,5,5,5,3,2,3,3,3,5,4,5,3,3,50,0.0,1,True,False,False,True,False
59,505.5,4,1,1,1,2,1,1,4,4,4,4,5,4,3,72,22.0,1,False,False,False,True,False
29,1302.0,2,4,2,3,4,2,4,4,1,2,4,3,4,4,50,11.0,0,True,False,True,True,False
33,268.5,2,1,0,2,2,0,2,2,3,1,3,4,3,2,50,19.0,0,False,False,True,True,False
68,837.0,3,2,3,4,4,3,3,2,2,3,2,1,2,2,50,0.0,0,False,False,True,True,False
57,3681.0,2,4,2,3,4,4,4,4,4,2,4,5,4,5,81,35.0,0,False,False,True,True,False
24,3058.5,2,2,2,2,2,2,3,2,4,1,3,3,3,2,57,0.0,0,True,False,False,False,True
68,444.0,4,5,5,5,4,4,4,4,4,4,4,3,4,4,63,11.0,1,True,False,False,False,True
45,1153.5,1,1,1,3,4,1,4,4,1,3,4,3,3,4,98,34.0,0,False,True,False,True,False
49,607.5,4,4,4,4,4,4,4,4,3,3,4,3,5,4,50,0.0,0,False,False,True,True,False
54,3943.5,3,3,3,3,5,4,4,4,4,5,4,3,4,3,50,17.0,1,True,False,False,False,False
33,423.0,4,4,4,3,1,4,1,1,4,5,4,4,4,1,50,0.0,0,True,False,True,True,False
22,301.5,2,4,2,2,2,2,2,2,1,1,2,5,2,2,50,0.0,0,True,False,True,True,False
75,969.0,1,3,3,3,1,1,1,1,1,2,4,3,4,1,92,39.0,0,True,False,False,True,False
34,648.0,4,5,4,1,2,4,2,2,4,5,4,2,5,2,50,0.0,0,True,False,True,True,False
44,1404.0,5,5,5,3,2,5,2,2,2,1,1,4,4,2,50,0.0,1,True,False,True,True,False
65,2170.5,4,4,4,4,2,5,5,4,4,4,4,3,4,5,93,37.0,1,False,False,False,False,False
74,3895.5,2,1,1,1,4,2,2,2,2,2,2,2,2,2,80,24.0,0,False,False,False,False,False
64,3877.5,2,4,4,4,2,2,2,3,2,2,3,2,3,2,50,0.0,0,False,False,False,False,True
53,586.5,4,4,4,4,4,4,4,4,5,3,2,4,1,4,50,0.0,1,False,False,False,True,False
64,670.5,2,5,1,1,4,1,4,5,5,1,5,4,5,4,50,0.0,0,False,False,True,True,False
50,894.0,1,4,4,4,1,1,1,1,4,1,4,4,4,1,50,0.0,0,True,False,False,True,False
42,420.0,5,5,5,2,4,5,4,4,3,2,4,5,4,4,86,35.0,1,True,True,False,False,False
66,1476.0,2,1,1,1,2,2,2,2,2,5,2,3,3,2,57,0.0,0,True,False,False,True,False
36,619.5,3,5,5,2,1,5,1,1,4,4,5,5,4,1,136,68.0,0,True,False,True,True,False
38,402.0,2,0,2,1,4,2,5,4,4,3,5,4,4,4,50,11.0,0,True,True,False,True,False
73,523.5,1,1,1,4,4,1,2,4,2,2,3,2,3,4,50,0.0,0,True,True,False,False,False
56,1515.0,5,5,5,5,2,2,3,4,4,5,4,4,4,1,50,0.0,1,False,False,False,False,True
56,1309.5,4,5,3,5,4,4,4,4,4,2,4,4,4,4,50,0.0,1,True,False,False,True,False
65,3744.0,3,5,3,4,1,3,3,1,5,3,3,3,5,1,54,0.0,0,True,False,True,True,False
24,1171.5,1,3,3,3,1,1,2,1,1,2,4,4,3,1,50,5.0,0,False,False,False,True,False
38,1011.0,3,3,3,3,1,3,2,1,2,5,4,2,3,1,50,2.0,0,True,True,False,True,False
82,2563.5,2,4,4,4,1,2,4,2,2,2,2,1,2,3,50,0.0,0,False,False,False,False,False
56,3409.5,3,3,1,3,3,5,5,5,5,4,5,3,5,4,50,0.0,1,False,False,False,False,False
